FILE INFORMATION:

   Simulation name: Ex-BBa
   Simulation type: Experimental
   Domain:  
   dt: 1
   depth: 250
   strt_mon: 3
   wind_beta: 0.5
   strt_day: 1
   days: 250
   dt_save: 1
   lat: 68.98
   rkz_surf: 0
   diagnostics: 1
   biol: 5
   wind_scale: 1
   o2_sat_start: 1
   sat_start: 1
   dn2ar_deep: 0
   param: l13
   dz: 25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25  25

DATA:

time [ ],mld_t [ ],deep_t [ ],mld_s [ ],deep_s [ ],deep_dens [ ],u10 [ ],ice [ ],slp [ ],do2ar [ ],do2n2 [ ],mld [ ],mld_o2sat [ ],mld_arsat [ ],mld_n2sat [ ],ceq_o2 [ ],ceq_ar [ ],ceq_n2 [ ],o2_deep [ ],ar_deep [ ],n2_deep [ ],o2_fd [ ],o2_fc [ ],o2_fp [ ],o2_fk [ ],o2_fw [ ],o2_fN [ ],o2_fe [ ],ar_fd [ ],ar_fc [ ],ar_fp [ ],ar_fk [ ],ar_fw [ ],ar_fe [ ],n2_fd [ ],n2_fc [ ],n2_fp [ ],n2_fk [ ],n2_fw [ ],n2_fe [ ],o2_deq [ ],ar_deq [ ],n2_deq [ ],upw [ ],kz [ ],dn2ar_deep [ ],n2fix [ ],n2pr [ ],n2pr_noMix [ ]
57.000,-1.760,-2.168,31.942,32.163,1026.186,1.548,0.990,1021.235,1.348,1.346,37.958,100.470,99.134,99.136,386.341,18.886,689.307,386.914,18.913,689.699,-0.001,0.000,0.000,-0.000,-0.000,0.132,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NaN,NaN
58.000,-1.760,-2.168,31.942,32.163,1026.184,2.834,0.990,1013.680,1.382,1.381,37.611,100.582,99.211,99.212,386.045,18.872,688.777,386.914,18.913,689.699,-0.000,0.000,0.000,-0.000,-0.000,0.133,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NaN,NaN
59.000,-1.752,-2.160,31.942,32.163,1026.182,1.663,0.990,1012.286,1.417,1.415,37.229,101.366,99.950,99.951,383.189,18.732,683.681,386.834,18.909,689.567,-0.001,0.000,0.000,-0.000,-0.000,0.134,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NaN,NaN
60.000,-1.750,-2.158,31.942,32.163,1026.180,5.206,0.990,1025.846,1.452,1.452,36.806,101.561,100.108,100.108,382.583,18.703,682.611,386.808,18.908,689.524,-0.000,0.000,0.000,-0.000,-0.000,0.136,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.001,0.000,0.000,0.000,0.000,NaN,NaN
61.000,-1.740,-2.148,31.942,32.163,1026.178,5.823,0.990,1027.368,1.487,1.487,36.338,100.261,98.792,98.791,387.682,18.952,691.712,386.703,18.902,689.350,-0.000,0.000,0.000,-0.000,-0.000,0.138,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.002,0.000,0.000,0.000,0.000,NaN,NaN
62.000,-1.732,-2.140,31.942,32.163,1026.175,5.908,0.990,1022.046,1.522,1.525,35.820,100.175,98.672,98.670,388.152,18.975,692.565,386.623,18.899,689.217,-0.000,0.000,0.000,-0.000,-0.000,0.140,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.002,0.000,0.000,0.000,0.000,NaN,NaN
63.000,-1.729,-2.137,31.942,32.163,1026.172,3.962,0.984,1016.800,1.558,1.562,35.256,100.753,99.207,99.203,386.062,18.873,688.846,386.587,18.897,689.159,-0.001,0.000,0.000,-0.000,-0.000,0.142,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,NaN,NaN
64.000,-1.724,-2.132,31.942,32.163,1026.169,0.805,0.984,1019.167,1.595,1.599,34.648,101.318,99.728,99.723,384.046,18.774,685.252,386.536,18.894,689.074,-0.002,0.000,0.000,-0.000,-0.000,0.144,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NaN,NaN
65.000,-1.712,-2.120,31.942,32.163,1026.166,1.579,0.984,1026.964,1.633,1.638,33.999,101.134,99.509,99.504,384.889,18.815,686.763,386.411,18.888,688.868,-0.000,0.000,0.000,-0.000,-0.000,0.147,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,99.510,99.517
66.000,-1.710,-2.118,31.942,32.163,1026.162,3.098,0.982,1028.767,1.671,1.679,33.314,100.436,98.785,98.778,387.710,18.953,691.813,386.386,18.887,688.826,-0.000,0.000,0.000,-0.000,-0.000,0.150,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,98.785,98.791
67.000,-1.720,-2.128,31.942,32.163,1026.159,4.840,0.980,1029.795,1.710,1.718,32.595,100.305,98.619,98.611,388.365,18.985,692.985,386.491,18.892,689.000,-0.000,0.000,0.000,-0.000,-0.000,0.153,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.001,0.000,0.000,0.000,0.000,98.618,98.621
68.000,-1.727,-2.134,31.942,32.163,1026.156,2.425,0.980,1025.700,1.749,1.755,31.846,100.217,98.495,98.489,388.858,19.009,693.852,386.561,18.896,689.116,-0.000,0.000,0.000,-0.000,-0.000,0.157,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,98.494,98.495
69.000,-1.734,-2.142,31.942,32.163,1026.152,1.335,0.980,1021.775,1.789,1.794,31.069,100.639,98.871,98.866,387.382,18.937,691.208,386.641,18.899,689.248,-0.001,0.000,0.000,-0.000,-0.000,0.161,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,98.870,98.873
70.000,-1.734,-2.142,31.942,32.163,1026.148,0.196,0.984,1022.487,1.830,1.834,30.269,101.047,99.230,99.227,385.978,18.869,688.694,386.641,18.899,689.248,-0.001,0.000,0.000,-0.000,-0.000,0.165,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,99.231,99.234
71.000,-1.734,-2.142,31.942,32.163,1026.144,6.041,0.984,1019.419,1.873,1.877,29.449,101.019,99.161,99.158,386.247,18.882,689.174,386.641,18.899,689.248,-0.000,0.000,0.000,-0.000,-0.000,0.170,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.002,0.000,0.000,0.000,0.000,99.161,99.161
72.000,-1.734,-2.142,31.942,32.163,1026.140,5.720,0.984,1013.704,1.916,1.920,28.612,101.366,99.460,99.456,385.088,18.825,687.106,386.641,18.899,689.248,-0.004,0.000,0.000,-0.000,-0.000,0.175,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.002,0.000,0.000,0.000,0.000,99.460,99.460
73.000,-1.734,-2.142,31.942,32.163,1026.136,8.264,0.984,1010.047,1.961,1.965,27.761,101.982,100.021,100.017,382.930,18.720,683.254,386.641,18.899,689.248,-0.005,0.000,0.000,-0.000,-0.000,0.180,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.003,0.004,0.000,0.000,0.000,0.000,100.021,100.021
74.000,-1.738,-2.146,31.942,32.163,1026.132,4.228,0.984,1014.703,2.005,2.009,26.900,102.395,100.383,100.379,381.548,18.652,680.790,386.686,18.902,689.322,-0.013,0.000,0.000,-0.000,-0.000,0.186,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,-0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,100.382,100.386
75.000,-1.738,-2.146,31.942,32.163,1026.128,2.026,0.984,1021.153,2.052,2.056,26.032,101.961,99.911,99.908,383.351,18.740,684.000,386.686,18.902,689.322,-0.003,0.000,0.000,-0.000,-0.000,0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,99.911,99.919
76.000,-1.744,-2.152,31.942,32.163,1026.123,3.439,0.987,1023.931,2.102,2.105,25.160,101.367,99.280,99.277,385.788,18.859,688.348,386.747,18.905,689.423,-0.001,0.000,0.000,-0.000,-0.000,0.199,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,99.279,99.288
77.000,-1.750,-2.158,31.942,32.163,1026.119,3.247,0.990,1025.658,2.153,2.155,24.288,101.127,98.995,98.993,386.898,18.914,690.321,386.808,18.908,689.524,-0.001,0.000,0.000,-0.000,-0.000,0.206,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,98.995,99.003
78.000,-1.750,-2.158,31.942,32.163,1026.115,3.278,0.987,1024.740,2.206,2.207,23.419,100.994,98.814,98.812,387.611,18.948,691.586,386.808,18.908,689.524,-0.001,0.000,0.000,-0.000,-0.000,0.214,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,98.814,98.820
79.000,-1.752,-2.160,31.942,32.163,1026.111,1.672,0.990,1022.692,2.261,2.263,22.556,101.139,98.902,98.901,387.265,18.931,690.967,386.834,18.909,689.567,-0.001,0.000,0.000,-0.000,-0.000,0.222,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,98.902,98.907
80.000,-1.752,-2.160,31.942,32.163,1026.107,1.426,0.990,1027.672,2.319,2.320,21.703,101.392,99.094,99.093,386.516,18.895,689.629,386.834,18.909,689.567,-0.001,0.000,0.000,-0.000,-0.000,0.230,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,99.094,99.100
81.000,-1.750,-2.158,31.942,32.163,1026.103,5.918,0.990,1025.879,2.379,2.380,20.863,100.960,98.614,98.613,388.398,18.987,692.987,386.808,18.908,689.524,-0.000,0.000,0.000,-0.000,-0.000,0.240,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.002,0.000,0.000,0.000,0.000,98.614,98.618
82.000,-1.746,-2.153,31.942,32.163,1026.099,1.204,0.990,1015.592,2.440,2.441,20.039,101.204,98.794,98.792,387.695,18.952,691.735,386.764,18.905,689.451,-0.003,0.000,0.000,-0.000,-0.000,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,98.794,98.806
83.000,-1.744,-2.152,31.942,32.163,1026.095,4.916,0.990,1016.154,2.505,2.507,19.235,102.306,99.806,99.804,383.764,18.760,684.727,386.745,18.904,689.420,-0.001,0.000,0.000,-0.000,-0.000,0.260,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.001,0.000,0.000,0.000,0.000,99.806,99.817
84.000,-1.744,-2.152,31.942,32.163,1026.091,4.833,0.988,1015.170,2.571,2.574,18.454,102.320,99.755,99.753,383.958,18.770,685.075,386.745,18.904,689.420,-0.004,0.000,0.000,-0.000,-0.000,0.271,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.001,0.000,0.000,0.000,0.000,99.755,99.762
85.000,-1.744,-2.152,31.942,32.163,1026.087,1.868,0.988,1017.502,2.640,2.643,17.700,102.489,99.852,99.850,383.586,18.752,684.412,386.745,18.904,689.420,-0.006,0.000,0.000,-0.000,-0.000,0.282,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,99.852,99.859
86.000,-1.748,-2.156,31.942,32.163,1026.084,0.606,0.988,1017.889,2.714,2.716,16.975,102.327,99.624,99.621,384.467,18.795,685.984,386.790,18.907,689.494,-0.002,0.000,0.000,-0.000,-0.000,0.295,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,99.623,99.627
87.000,-1.756,-2.163,31.942,32.163,1026.081,2.445,0.988,1021.223,2.790,2.792,16.283,102.353,99.574,99.573,384.657,18.804,686.317,386.870,18.910,689.626,-0.001,0.000,0.000,-0.000,-0.000,0.307,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,99.574,99.584
88.000,-1.750,-2.158,31.942,32.163,1026.077,5.522,0.990,1021.550,2.869,2.870,15.628,102.076,99.229,99.229,385.996,18.869,688.696,386.808,18.908,689.524,-0.002,0.000,0.000,-0.000,-0.000,0.320,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.001,0.000,0.000,0.000,0.000,99.230,99.238
89.000,-1.750,-2.158,31.942,32.163,1026.074,3.929,0.990,1018.520,2.950,2.952,15.012,102.141,99.214,99.212,386.059,18.872,688.816,386.808,18.908,689.524,-0.006,0.000,0.000,-0.000,-0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,99.214,99.216
90.000,-1.742,-2.150,31.942,32.163,1026.071,2.259,0.990,1020.090,3.036,3.038,14.439,102.530,99.509,99.508,384.914,18.817,686.773,386.728,18.904,689.392,-0.004,0.000,0.000,-0.000,-0.000,0.346,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,99.510,99.512
91.000,-1.708,-2.115,31.942,32.163,1026.068,2.458,0.990,1021.869,3.126,3.129,13.913,102.483,99.377,99.373,385.428,18.842,687.701,386.360,18.886,688.783,-0.002,0.000,0.000,-0.000,-0.000,0.359,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,99.380,99.403
92.000,-1.666,-2.073,31.942,32.163,1026.065,2.741,0.990,1023.808,3.220,3.229,13.436,102.494,99.297,99.288,385.735,18.857,688.296,385.921,18.865,688.058,-0.003,0.000,0.000,-0.000,-0.000,0.372,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,99.301,99.308
93.000,-1.643,-2.050,31.942,32.163,1026.063,2.462,0.980,1023.536,3.317,3.334,13.011,102.511,99.220,99.204,386.031,18.872,688.882,385.675,18.853,687.651,-0.003,0.000,0.000,-0.000,-0.000,0.384,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,99.222,99.221
94.000,-1.637,-2.044,31.942,32.163,1026.061,1.202,0.970,1023.096,3.416,3.437,12.638,102.701,99.309,99.288,385.685,18.855,688.295,385.614,18.850,687.551,-0.006,0.000,0.000,-0.000,-0.000,0.396,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,99.310,99.318
95.000,-1.637,-2.044,31.942,32.163,1026.059,1.590,0.968,1015.604,3.517,3.540,12.312,102.862,99.367,99.346,385.458,18.844,687.899,385.614,18.850,687.551,-0.006,0.000,0.000,-0.000,-0.000,0.406,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,99.368,99.376
96.000,-1.641,-2.049,31.942,32.163,1026.058,1.291,0.964,1017.925,3.621,3.643,12.032,103.725,100.100,100.079,382.636,18.706,682.862,385.659,18.852,687.624,-0.010,0.000,0.000,-0.000,-0.000,0.416,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,100.100,100.100
97.000,-1.651,-2.059,31.942,32.163,1026.057,1.615,0.964,1019.221,3.727,3.748,11.796,103.582,99.861,99.840,383.554,18.751,684.495,385.764,18.857,687.798,-0.009,0.000,0.000,-0.000,-0.000,0.424,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,99.860,99.857
98.000,-1.667,-2.074,31.942,32.163,1026.056,4.149,0.968,1024.149,3.834,3.854,11.601,103.530,99.707,99.688,384.146,18.779,685.538,385.930,18.865,688.073,-0.011,0.000,0.000,-0.000,-0.000,0.431,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,99.706,99.700
99.000,-1.683,-2.090,31.942,32.163,1026.056,1.200,0.972,1029.028,3.938,3.955,11.445,103.094,99.188,99.171,386.169,18.878,689.126,386.097,18.873,688.348,-0.024,0.000,0.000,-0.000,-0.000,0.437,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,99.187,99.184
100.000,-1.703,-2.110,31.942,32.163,1026.056,0.750,0.972,1020.740,4.049,4.064,11.325,102.672,98.676,98.662,388.175,18.976,692.684,386.308,18.883,688.697,-0.006,0.000,0.000,-0.000,-0.000,0.441,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,98.675,98.676
101.000,-1.708,-2.116,31.942,32.163,1026.055,2.668,0.974,1013.757,4.162,4.173,11.239,103.562,99.424,99.414,385.257,18.834,687.450,386.369,18.886,688.798,-0.007,0.000,0.000,-0.000,-0.000,0.445,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,99.424,99.429
102.000,-1.708,-2.116,31.942,32.163,1026.055,2.677,0.982,1019.933,4.274,4.284,11.185,104.372,100.093,100.084,382.682,18.708,682.847,386.369,18.886,688.798,-0.016,0.000,0.000,-0.000,-0.000,0.447,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,100.094,100.104
103.000,-1.698,-2.106,31.942,32.163,1026.055,4.251,0.982,1024.424,4.388,4.398,11.161,103.853,99.488,99.478,385.013,18.822,687.007,386.263,18.881,688.623,-0.009,0.000,0.000,-0.000,-0.000,0.448,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,99.489,99.506
104.000,-1.678,-2.086,31.942,32.163,1026.055,3.758,0.982,1021.111,4.500,4.512,11.163,103.538,99.079,99.068,386.604,18.899,689.859,386.052,18.871,688.275,-0.016,0.000,0.000,-0.000,-0.000,0.448,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,99.082,99.089
105.000,-1.658,-2.066,31.942,32.163,1026.054,1.569,0.980,1024.533,4.612,4.628,11.190,104.042,99.455,99.440,385.144,18.828,687.282,385.842,18.861,687.926,-0.016,0.000,0.000,-0.000,-0.000,0.447,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,99.457,99.457
106.000,-1.608,-2.016,31.942,32.163,1026.054,1.394,0.974,1020.970,4.727,4.747,11.239,103.865,99.177,99.158,386.225,18.881,689.238,385.316,18.835,687.057,-0.007,0.000,0.000,-0.000,-0.000,0.445,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,99.182,99.182
107.000,-1.564,-1.972,31.942,32.163,1026.053,3.783,0.974,1015.466,4.842,4.871,11.308,104.482,99.656,99.629,384.362,18.790,685.980,384.852,18.813,686.290,-0.009,0.000,0.000,-0.000,-0.000,0.442,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,99.661,99.663
108.000,-1.536,-1.943,31.942,32.163,1026.053,4.197,0.964,1012.439,4.951,4.988,11.395,105.282,100.315,100.280,381.833,18.667,681.527,384.554,18.798,685.798,-0.030,0.000,0.000,-0.000,-0.000,0.439,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,-0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,100.318,100.326
109.000,-1.500,-1.908,31.942,32.163,1026.053,2.002,0.952,1010.122,5.055,5.096,11.496,105.779,100.689,100.650,380.402,18.597,679.012,384.180,18.780,685.179,-0.052,0.000,0.000,-0.000,-0.000,0.435,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,-0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,100.693,100.706
110.000,-1.462,-1.870,31.942,32.163,1026.053,2.156,0.946,1011.179,5.163,5.211,11.610,106.231,101.016,100.970,379.165,18.537,676.851,383.787,18.761,684.530,-0.030,0.000,0.000,-0.000,-0.000,0.431,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,-0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,101.020,101.030
111.000,-1.418,-1.826,31.942,32.163,1026.053,2.389,0.937,1009.996,5.269,5.323,11.735,106.332,101.010,100.958,379.176,18.537,676.922,383.327,18.739,683.768,-0.037,0.000,0.000,-0.000,-0.000,0.426,0.000,-0.000,0.000,0.000,0.000,0.000,0.000,-0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,101.015,101.024
112.000,-1.377,-1.785,31.942,32.163,1026.052,4.832,0.932,1009.325,5.371,5.433,11.868,106.683,101.245,101.186,378.281,18.494,675.384,382.902,18.718,683.066,-0.050,0.000,0.000,-0.000,-0.000,0.421,0.000,-0.001,0.000,0.000,0.000,0.000,0.000,-0.015,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.001,0.000,0.000,0.000,0.000,101.249,101.254
113.000,-1.341,-1.748,31.942,32.163,1026.052,2.224,0.924,1013.153,5.454,5.521,12.006,106.945,101.414,101.349,377.614,18.461,674.247,382.520,18.700,682.434,-0.143,0.000,0.000,-0.000,-0.000,0.416,0.000,-0.002,0.000,0.000,-0.000,-0.000,0.000,-0.047,0.000,0.000,-0.000,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,101.419,101.418
114.000,-1.291,-1.698,31.942,32.163,1026.052,4.728,0.918,1011.633,5.552,5.626,12.147,106.742,101.127,101.057,378.671,18.513,676.183,382.001,18.675,681.577,-0.055,0.000,0.000,-0.000,-0.000,0.412,0.000,-0.001,0.000,0.000,-0.000,-0.000,0.000,-0.015,0.000,0.000,-0.000,-0.000,0.000,0.001,0.001,0.001,0.000,0.000,0.000,0.000,101.133,101.130
115.000,-1.204,-1.611,31.942,32.163,1026.051,0.719,0.916,1021.768,5.628,5.708,12.290,107.111,101.404,101.327,377.594,18.461,674.327,381.106,18.631,680.097,-0.168,0.000,0.000,-0.000,-0.000,0.407,0.000,-0.002,0.000,0.000,-0.000,-0.000,0.000,-0.053,0.000,0.000,-0.000,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,101.414,101.414
116.000,-1.202,-1.610,31.942,32.163,1026.051,4.701,0.910,1025.509,5.729,5.825,12.431,106.394,100.629,100.538,380.490,18.603,679.616,381.090,18.631,680.070,-0.032,0.000,0.000,-0.000,-0.000,0.402,0.000,-0.000,0.000,0.000,-0.000,-0.000,0.000,-0.005,0.000,0.000,-0.000,-0.000,0.000,0.001,0.001,0.001,0.000,0.000,0.000,0.000,100.631,100.624
117.000,-1.240,-1.647,31.942,32.163,1026.053,3.089,0.878,1023.917,5.795,5.891,12.568,106.075,100.264,100.174,381.867,18.670,682.078,381.476,18.649,680.708,-0.155,0.000,0.000,-0.000,-0.000,0.398,0.000,-0.000,0.000,0.000,-0.000,-0.000,0.000,-0.007,0.000,0.000,-0.000,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,100.264,100.256
118.000,-1.199,-1.606,31.942,32.163,1026.053,3.700,0.882,1018.552,5.870,5.958,12.698,106.208,100.319,100.235,381.657,18.660,681.652,381.052,18.629,680.007,-0.114,0.000,0.000,-0.000,-0.000,0.394,0.000,-0.000,0.000,0.000,-0.000,-0.000,0.000,-0.007,0.000,0.000,-0.000,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,100.325,100.325
119.000,-1.174,-1.582,31.942,32.163,1026.053,0.634,0.900,1017.337,5.940,6.034,12.820,106.948,100.951,100.862,379.239,18.542,677.388,380.802,18.617,679.594,-0.156,0.000,0.000,-0.000,-0.000,0.390,0.000,-0.001,0.000,0.000,-0.000,-0.000,0.000,-0.033,0.000,0.000,-0.000,-0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,100.956,100.957
